acc_no,wrng_mode_cd,span,wire_knd_cd,wire_spec_cd,wire_lico,newi_knd_cd,newi_spec_cd
474620213964,13,28,OW,22.0,1,WO,22.0
474620213966,13,40,OW,22.0,1,WO,22.0
474620213970,13,38,C2,25.0,1,ZZ,0.0
474620213970,13,41,C2,25.0,1,ZZ,0.0
474620213972,13,27,AO,35.0,1,AL,32.0
474620213973,13,67,AO,35.0,1,AL,32.0
474620213974,13,27,OW,22.0,1,WO,22.0
474620213975,13,45,OW,22.0,1,WO,22.0
474620213977,13,48,AO,35.0,1,AL,32.0
474620213977,13,14,AO,35.0,1,AL,32.0
474620213978,13,15,C2,25.0,1,ZZ,0.0
474620213978,13,7,C2,25.0,1,ZZ,0.0
474620213978,13,33,OW,22.0,1,WO,22.0
474620213996,13,41,OW,22.0,1,WO,22.0
474620213996,13,33,OW,22.0,1,WO,22.0
474620213997,13,10,AO,35.0,1,AL,32.0
474620213998,13,21,OW,22.0,1,WO,22.0
474620213998,13,25,OW,22.0,1,WO,22.0
474620214002,13,31,AO,35.0,1,AL,32.0
474620214002,13,30,AO,35.0,1,AL,32.0
474620214002,13,62,AO,35.0,1,AL,32.0
474620214003,13,28,OW,22.0,1,WO,22.0
474620214017,13,40,AO,35.0,1,AL,32.0
474620214017,13,48,AO,35.0,1,AL,32.0
474620214018,13,39,AO,35.0,1,AL,32.0
474620214019,43,14,AO,35.0,3,AL,32.0
474620214021,13,40,AO,35.0,1,AL,32.0
474620214028,13,15,AO,35.0,1,AL,32.0
474620214029,13,48,AO,35.0,1,AL,95.0
474620214029,13,20,AO,35.0,1,AL,32.0
474620214029,13,48,AO,35.0,1,AL,95.0
474620214041,43,22,AO,35.0,3,AL,32.0
474620214041,43,26,AO,35.0,3,AL,32.0
474620214041,43,47,AO,35.0,3,AL,32.0
474620214041,43,56,AO,35.0,3,AL,32.0
474620214043,13,48,C2,25.0,1,ZZ,0.0
474620214043,13,42,C2,25.0,1,ZZ,0.0
474620214061,13,58,AO,35.0,1,AL,32.0
474620214061,13,66,AO,35.0,1,AL,32.0
474620214067,13,48,OW,22.0,1,AL,58.0
474620214067,13,15,OW,22.0,1,WO,22.0
474620214067,13,26,OW,22.0,1,WO,22.0
474620214067,13,29,OW,22.0,1,WO,22.0
474620214067,13,25,OW,22.0,1,WO,22.0
474620214067,13,50,OW,22.0,1,WO,22.0
474620214067,13,27,OW,22.0,1,WO,22.0
474620214067,13,23,OW,22.0,1,WO,22.0
474620214088,13,39,AO,35.0,1,AL,32.0
474620214089,13,31,OW,22.0,1,WO,22.0
474620214089,13,22,OW,22.0,1,WO,22.0
474620214090,13,34,OW,22.0,1,WO,22.0
474620214092,13,55,AO,35.0,1,AL,95.0
474620214092,13,49,AO,35.0,1,AL,32.0
474620214092,13,56,AO,35.0,1,AL,95.0
474620214093,13,36,AO,35.0,1,AL,32.0
474620214098,13,27,OW,22.0,1,WO,22.0
474620214100,13,42,OW,22.0,1,WO,22.0
474620214102,13,38,OW,22.0,1,WO,22.0
474620214103,13,59,AO,35.0,1,AL,32.0
474620214114,13,38,AO,35.0,1,AL,32.0
474620214114,13,36,AO,35.0,1,AL,32.0
474620214114,13,26,AO,35.0,1,AL,32.0
474620214115,13,46,C2,25.0,1,ZZ,0.0
474620214115,13,23,C2,25.0,1,ZZ,0.0
474620214115,13,38,C2,25.0,1,ZZ,0.0
474620214124,13,40,C2,25.0,1,ZZ,0.0
474620214124,13,36,C2,25.0,1,ZZ,0.0
474620214124,13,26,C2,25.0,1,ZZ,0.0
474620214129,13,61,AO,35.0,1,AL,32.0
474620214130,13,62,OW,22.0,1,WO,22.0
474620214131,43,45,AO,35.0,3,AL,32.0
474620214131,43,20,AO,35.0,3,AL,32.0
474620214131,43,39,AO,35.0,3,AL,32.0
474620214132,13,42,OW,22.0,1,WO,22.0
474620214135,43,35,OW,22.0,3,WO,22.0
474620214135,43,50,OW,22.0,3,WO,22.0
474620214135,43,44,OW,22.0,3,WO,22.0
474620214136,13,49,C2,25.0,1,ZZ,0.0
474620214148,13,31,AO,35.0,1,AL,32.0
474620214151,13,36,AO,35.0,1,AL,32.0
474620214151,13,37,AO,35.0,1,AL,32.0
474620214158,13,31,AO,35.0,1,AL,32.0
474620214158,13,55,AO,35.0,1,AL,32.0
474620214160,13,34,OW,22.0,1,WO,22.0
474620214170,13,29,AO,35.0,1,AL,32.0
474620214170,13,39,AO,35.0,1,AL,32.0
474620214170,13,37,AO,35.0,1,AL,32.0
474620214170,13,49,AO,35.0,1,AL,32.0
474620214171,13,26,OW,22.0,1,WO,22.0
474620214173,43,69,OW,22.0,3,WO,22.0
474620214174,13,37,AO,35.0,1,AL,32.0
474620214179,13,30,AO,35.0,1,AL,32.0
474620214179,13,20,AO,35.0,1,AL,32.0
474620214186,13,41,AO,35.0,1,AL,32.0
474620214190,13,31,AO,35.0,1,AL,32.0
474620214190,13,23,AO,35.0,1,AL,32.0
474620214191,43,15,OW,22.0,3,WO,22.0
474620214192,13,16,AO,35.0,1,AL,32.0
474620214192,13,19,AO,35.0,1,AL,32.0
474620214195,13,41,AO,35.0,1,AL,32.0
474620214197,13,49,AO,35.0,1,AL,32.0
474620214200,13,49,C2,25.0,1,ZZ,0.0
474620214200,13,47,C2,25.0,1,ZZ,0.0
474620214200,13,31,C2,25.0,1,ZZ,0.0
474620214201,13,65,AO,35.0,1,AL,32.0
474620214201,13,47,C2,25.0,1,ZZ,0.0
474620214201,13,46,C2,25.0,1,ZZ,0.0
474620214201,13,41,C2,25.0,1,ZZ,0.0
474620214225,13,52,C2,25.0,1,ZZ,0.0
474620214232,43,30,OW,100.0,3,AL,58.0
474620214237,13,33,AO,35.0,1,AL,32.0
474620214238,13,28,OW,22.0,1,WO,22.0
474620214239,13,35,AO,35.0,1,AL,32.0
474620214244,13,18,OW,22.0,1,WO,22.0
474620214248,13,68,AO,35.0,1,AL,32.0
474620214258,13,40,OW,22.0,1,WO,22.0
474620214258,13,36,OW,22.0,1,WO,22.0
474620214258,13,62,OW,22.0,1,WO,22.0
474620214260,13,32,AO,35.0,1,AL,32.0
474620214262,43,17,AO,35.0,3,AL,32.0
474620214263,13,60,AO,35.0,1,AL,32.0
474620214263,13,60,AO,35.0,1,AL,32.0
474620214271,43,48,OW,22.0,3,WO,22.0
474620214271,43,48,OW,22.0,3,WO,22.0
474620214278,13,40,AO,35.0,1,AL,32.0
474620214284,13,64,AO,35.0,1,AL,32.0
474620214284,13,55,AO,35.0,1,AL,32.0
474620214284,13,34,AO,35.0,1,AL,32.0
474620214285,13,40,AO,35.0,1,AL,32.0
474620214285,13,45,AO,35.0,1,AL,32.0
474620214286,13,36,AO,35.0,1,AL,32.0
474620214286,13,36,AO,35.0,1,AL,32.0
474620214286,13,50,AO,35.0,1,AL,32.0
474620214286,13,46,AO,35.0,1,AL,32.0
474620214293,13,35,AO,35.0,1,AL,32.0
474620214294,13,32,AO,35.0,1,AL,32.0
474620214294,13,40,AO,35.0,1,AL,32.0
474620214294,13,55,C2,25.0,1,ZZ,0.0
474620214294,13,49,AO,35.0,1,AL,32.0
474620214294,13,19,AO,35.0,1,AL,32.0
474620214294,13,25,C2,25.0,1,ZZ,0.0
474620214300,13,31,OW,22.0,1,WO,22.0
474620214305,13,12,AO,35.0,1,AL,32.0
474620214325,13,72,AO,35.0,1,AL,32.0
474620214325,13,44,AO,35.0,1,AL,32.0
474620214325,13,33,AO,35.0,1,AL,32.0
474620214327,13,27,C2,25.0,1,ZZ,0.0
474620214327,13,25,C2,25.0,1,ZZ,0.0
474620214341,13,50,AO,35.0,1,AL,32.0
474620214341,13,59,AO,35.0,1,AL,32.0
474620214342,13,66,AO,35.0,1,AL,32.0
474620214343,13,32,AO,35.0,1,AL,32.0
474620214343,13,51,AO,35.0,1,AL,32.0
474620214343,13,41,AO,35.0,1,AL,32.0
474620214343,13,50,AO,35.0,1,AL,32.0
474620214346,13,52,AO,35.0,1,AL,32.0
474620214346,13,35,AO,35.0,1,AL,32.0
474620214346,13,28,AO,35.0,1,AL,32.0
474620214346,13,40,AO,35.0,1,AL,32.0
474620214346,13,38,AO,35.0,1,AL,32.0
474620214356,13,38,OW,22.0,1,WO,22.0
474620214357,13,21,AO,35.0,1,AL,32.0
474620214364,13,49,AO,35.0,1,AL,32.0
474620214373,13,70,AO,35.0,1,AL,32.0
474620214383,13,18,OW,22.0,1,WO,22.0
474620214384,13,16,AO,35.0,1,AL,32.0
474620214385,13,10,AO,35.0,1,AL,32.0
474620214396,13,47,OW,22.0,1,WO,22.0
474620214396,13,67,OW,22.0,1,WO,22.0
474620214397,13,17,AO,35.0,1,AL,32.0
474620214399,13,37,OW,22.0,1,WO,22.0
474620214399,13,23,OW,22.0,1,WO,22.0
474620214402,43,36,AO,35.0,3,AL,32.0
474620214402,43,56,AO,35.0,3,AL,32.0
474620214402,43,5,AO,35.0,3,AL,32.0
474620214407,13,23,AO,35.0,1,AL,32.0
474620214408,13,46,AO,35.0,1,AL,32.0
474620214408,13,36,AO,35.0,1,AL,32.0
474620214412,13,59,OW,22.0,1,WO,22.0
474620214413,13,38,AO,35.0,1,AL,32.0
474620214413,13,46,AO,35.0,1,AL,32.0
474620214413,13,33,AO,35.0,1,AL,32.0
474620214414,43,41,OW,22.0,3,WO,22.0
474620214415,13,32,AO,35.0,1,AL,32.0
474620214420,13,15,OW,22.0,1,WO,22.0
474620214425,13,28,C2,25.0,1,ZZ,0.0
474620214426,13,45,AO,35.0,1,AL,32.0
474620214427,13,25,AO,35.0,1,AL,32.0
474620214432,43,9,OW,38.0,3,WO,38.0
474620214432,43,12,OW,22.0,3,WO,22.0
474620214432,43,26,OW,22.0,3,WO,22.0
474620214433,13,52,OW,22.0,1,WO,22.0
474620214433,13,63,OW,22.0,1,WO,22.0
474620214435,13,66,AO,35.0,1,AL,32.0
474620214448,13,44,AO,35.0,1,AL,32.0
474620214448,13,42,AO,35.0,1,AL,32.0
474620214452,13,16,AO,35.0,1,AL,32.0
474620214453,13,27,OW,22.0,1,WO,22.0
474620214455,13,16,OW,22.0,1,WO,22.0
474620214455,13,56,OW,22.0,1,AL,58.0
474620214457,13,43,AO,35.0,1,AL,32.0
474620214457,13,48,AO,35.0,1,AL,32.0
474620214462,13,48,C2,25.0,1,ZZ,0.0
474620214462,13,55,C2,25.0,1,ZZ,0.0
474620214462,13,30,C2,25.0,1,ZZ,0.0
474620214466,43,33,AO,35.0,3,AL,32.0
474620214486,13,21,AO,35.0,1,AL,32.0
474620214493,13,51,OW,22.0,1,AL,58.0
474620214493,13,38,OW,22.0,1,AL,58.0
474620214493,13,57,OW,22.0,1,AL,58.0
474620214493,13,30,OW,22.0,1,WO,22.0
474620214493,13,58,OW,22.0,1,AL,58.0
474620214495,13,17,C2,25.0,1,ZZ,0.0
474620214495,13,39,OW,22.0,1,WO,22.0
474620214498,13,45,AO,35.0,1,AL,32.0
474620214498,13,40,AO,35.0,1,AL,32.0
474620214498,13,64,AO,35.0,1,AL,32.0
474620214498,13,39,AO,35.0,1,AL,32.0
474620214498,13,44,AO,35.0,1,AL,32.0
474620214498,13,32,AO,35.0,1,AL,32.0
474620214507,13,9,AO,35.0,1,AL,32.0
474620214508,13,25,OW,22.0,1,WO,22.0
474620214509,13,22,OW,22.0,1,WO,22.0
474620214530,13,40,AO,35.0,1,AL,32.0
474620214531,13,16,AO,35.0,1,AL,58.0
474620214531,13,45,AO,35.0,1,AL,32.0
474620214532,13,22,AO,35.0,1,AL,32.0
474620214532,13,47,AO,35.0,1,AL,32.0
474620214532,13,38,AO,35.0,1,AL,32.0
474620214532,13,43,AO,35.0,1,AL,32.0
474620214540,43,43,C4,25.0,1,ZZ,0.0
474620214540,43,63,C4,25.0,1,ZZ,0.0
474620214540,43,17,C4,25.0,1,ZZ,0.0
474620214551,13,63,OW,22.0,1,WO,22.0
474620214552,43,14,AO,35.0,3,AL,32.0
474620214555,43,13,AO,35.0,3,AL,32.0
474620214556,13,56,AO,35.0,1,AL,32.0
474620214556,13,27,AO,35.0,1,AL,32.0
474620214557,13,37,AO,35.0,1,AL,32.0
474620214560,13,22,OW,22.0,1,WO,22.0
474620214561,13,16,AO,35.0,1,AL,32.0
474620214583,13,39,C2,25.0,1,ZZ,0.0
474620214583,13,48,C2,25.0,1,ZZ,0.0
474620214590,43,10,OW,22.0,3,WO,22.0
474620214595,13,47,OW,22.0,1,WO,22.0
474620214604,13,47,OW,22.0,1,WO,22.0
474620214605,13,43,OW,22.0,1,WO,22.0
474620214611,13,9,AO,35.0,1,AL,32.0
474620214611,13,18,AO,35.0,1,AL,32.0
474620214612,13,32,C2,25.0,1,ZZ,0.0
474620214628,43,54,C4,25.0,1,ZZ,0.0
474620214628,43,11,C4,25.0,1,ZZ,0.0
474620214629,13,63,AO,35.0,1,AL,32.0
474620214629,13,9,AO,35.0,1,AL,32.0
474620214630,13,33,AO,35.0,1,AL,32.0
474620214630,13,59,AO,35.0,1,AL,32.0
474620214637,13,65,OW,22.0,1,WO,22.0
474620214637,13,22,OW,22.0,1,WO,22.0
474620214639,13,33,OW,22.0,1,AL,32.0
474620214639,13,15,OW,22.0,1,WO,22.0
474620214639,13,68,OW,22.0,1,AL,32.0
474620214654,13,30,AO,35.0,1,AL,32.0
474620214655,13,15,C2,25.0,1,ZZ,0.0
474620214658,43,27,OW,22.0,3,WO,22.0
474620214658,43,24,OW,22.0,3,WO,22.0
474620214662,13,33,C2,25.0,1,ZZ,0.0
474620214662,13,45,C2,25.0,1,ZZ,0.0
474620214662,13,43,C2,25.0,1,ZZ,0.0
474620214662,13,48,C2,25.0,1,ZZ,0.0
474620214662,13,33,C2,25.0,1,ZZ,0.0
474620214665,43,41,C4,25.0,1,ZZ,0.0
474620214669,13,36,AO,35.0,1,AL,32.0
474620214676,43,52,AO,35.0,3,AL,32.0
474620214676,43,62,AO,35.0,3,AL,32.0
474620214676,43,36,AO,35.0,3,AL,32.0
474620214678,13,34,AO,35.0,1,AL,32.0
474620214681,43,26,C4,25.0,1,ZZ,0.0
474620214682,13,59,OW,22.0,1,WO,22.0
474620214682,13,31,OW,22.0,1,WO,22.0
474620214683,13,64,OW,22.0,1,WO,22.0
474620214684,13,10,AO,35.0,1,AL,32.0
474620214692,13,27,AO,35.0,1,AL,32.0
474620214695,13,69,AO,35.0,1,AL,32.0
474620214695,13,56,AO,35.0,1,AL,32.0
474620214695,13,35,AO,35.0,1,AL,32.0
474620214696,13,51,AO,35.0,1,AL,32.0
474620214696,13,33,C2,25.0,1,ZZ,0.0
474620214696,13,31,AO,35.0,1,AL,32.0
474620214697,13,35,AO,35.0,1,AL,32.0
474620214698,13,43,AO,35.0,1,AL,58.0
474620214698,13,21,AO,35.0,1,AL,32.0
474620214709,13,35,OW,22.0,1,WO,22.0
474620214709,13,37,OW,22.0,1,WO,22.0
474620214709,13,43,OW,22.0,1,WO,22.0
474620214709,13,35,OW,22.0,1,WO,22.0
474620214710,13,15,OW,22.0,1,WO,22.0
474620214728,13,50,AO,35.0,1,AL,32.0
474620214728,13,66,AO,35.0,1,AL,32.0
474620214728,13,49,AO,35.0,1,AL,32.0
474620214738,13,50,AO,35.0,1,AL,32.0
474620214738,13,52,AO,35.0,1,AL,32.0
474620214738,13,44,AO,35.0,1,AL,32.0
474620214738,13,61,AO,35.0,1,AL,32.0
474620214739,13,42,OW,22.0,1,WO,22.0
474620214739,13,66,OW,22.0,1,WO,22.0
474620214746,13,47,OW,22.0,1,WO,22.0
474620214759,13,21,AO,35.0,1,AL,32.0
474620214760,13,34,OW,22.0,1,WO,22.0
474620214762,13,25,C2,25.0,1,ZZ,0.0
474620214765,13,33,OW,22.0,1,WO,22.0
474620214772,13,27,AO,35.0,1,AL,32.0
474620214772,13,68,AO,35.0,1,AL,32.0
474620214772,13,39,AO,35.0,1,AL,32.0
474620214772,13,26,AO,35.0,1,AL,32.0
474620214772,13,26,AO,35.0,1,AL,32.0
474620214772,13,32,AO,35.0,1,AL,32.0
474620214774,43,26,OW,38.0,3,WO,22.0
474620214775,13,47,OW,22.0,1,WO,22.0
474620214787,13,58,C2,25.0,1,ZZ,0.0
474620214791,13,51,AO,35.0,1,AL,95.0
474620214791,13,34,AO,35.0,1,AL,32.0
474620214791,13,44,AO,35.0,1,AL,32.0
474620214791,13,49,AO,35.0,1,AL,32.0
474620214791,13,49,AO,35.0,1,AL,95.0
474620214792,13,31,AO,35.0,1,AL,32.0
474620214800,13,39,OW,22.0,1,WO,22.0
474620214800,13,48,OW,22.0,1,WO,22.0
474620214814,13,48,AO,35.0,1,AL,32.0
474620214819,13,35,AO,35.0,1,AL,32.0
474620214843,13,38,C2,25.0,1,ZZ,0.0
474620214858,13,35,OW,22.0,1,WO,22.0
474620214861,13,50,C2,25.0,1,ZZ,0.0
474620214861,13,38,C2,25.0,1,ZZ,0.0
474620214861,13,50,AO,35.0,1,AL,32.0
474620214862,43,50,AO,35.0,3,AL,32.0
474620214862,43,47,AO,35.0,3,AL,32.0
474620214862,43,45,AO,35.0,3,AL,32.0
474620214862,43,44,AO,35.0,3,AL,32.0
474620214862,43,40,AO,35.0,3,AL,32.0
474620214871,13,39,C2,25.0,1,ZZ,0.0
474620214872,13,26,OW,22.0,1,WO,22.0
474620214872,13,66,OW,22.0,1,WO,22.0
474620214874,13,18,OW,22.0,1,WO,22.0
474620214874,13,7,OW,22.0,1,WO,22.0
474620214875,13,37,OW,22.0,1,WO,22.0
474620214875,13,34,OW,22.0,1,WO,22.0
474620214880,13,26,AO,35.0,1,AL,32.0
474620214888,13,16,AO,35.0,1,AL,32.0
474620214888,13,49,AO,35.0,1,AL,32.0
474620214888,13,75,AO,35.0,1,AL,32.0
474620214889,13,32,AO,35.0,1,AL,32.0
474620214893,13,21,AO,35.0,1,AL,32.0
474620214894,13,26,AO,35.0,1,AL,32.0
474620214903,13,58,OW,22.0,1,WO,22.0
474620214903,13,55,OW,22.0,1,WO,22.0
474620214903,13,27,OW,22.0,1,WO,22.0
474620214905,13,55,OW,22.0,1,WO,22.0
474620214905,13,70,OW,22.0,1,WO,22.0
474620214905,13,41,OW,22.0,1,WO,22.0
474620214905,13,36,OW,22.0,1,WO,22.0
474620214905,13,46,OW,22.0,1,WO,22.0
474620214905,13,46,OW,22.0,1,WO,22.0
474620214913,13,35,AO,35.0,1,AL,32.0
474620214913,13,41,AO,35.0,1,AL,32.0
474620214913,13,44,AO,35.0,1,AL,32.0
474620214915,13,13,OW,22.0,1,WO,22.0
474620214925,13,25,AO,35.0,1,AL,32.0
474620214931,13,50,AO,35.0,1,AL,32.0
474620214936,43,42,AO,35.0,3,AL,32.0
474620214936,43,27,AO,35.0,3,AL,32.0
474620214936,43,34,AO,35.0,3,AL,32.0
474620214945,13,21,OW,22.0,1,WO,22.0
474620214946,13,27,AO,35.0,1,AL,32.0
474620214948,13,31,AO,35.0,1,AL,32.0
474620214948,13,40,AO,35.0,1,AL,32.0
474620214952,13,33,AO,35.0,1,AL,32.0
474620214952,13,19,AO,35.0,1,AL,32.0
474620214960,13,65,OW,22.0,1,WO,22.0
474620214960,13,30,OW,22.0,1,WO,22.0
474620214972,13,58,OW,22.0,1,WO,22.0
474620214972,13,38,OW,22.0,1,WO,22.0
474620214982,13,8,OW,60.0,1,WO,60.0
474620214982,13,6,OC,32.0,1,AL,32.0
474620214982,13,31,AO,35.0,1,AL,32.0
474620214982,13,29,C2,25.0,1,ZZ,0.0
474620214984,43,43,AO,35.0,3,AL,32.0
474620214985,13,42,AO,35.0,1,AL,32.0
474620214986,13,35,AO,35.0,1,AL,32.0
474620214987,13,37,AO,35.0,1,AL,32.0
474620214987,13,62,AO,35.0,1,AL,32.0
474620214988,13,52,OW,22.0,1,WO,22.0
474620214989,13,46,AO,35.0,1,AL,32.0
474620215013,13,52,OW,22.0,1,AL,32.0
474620215013,13,19,OW,22.0,1,WO,22.0
474620215020,13,32,C2,25.0,1,ZZ,0.0
474620215020,13,36,C2,25.0,1,ZZ,0.0
474620215028,13,23,C2,25.0,1,ZZ,0.0
474620215032,13,17,AO,35.0,1,AL,32.0
474620215034,13,28,AO,35.0,1,AL,32.0
474620215034,13,35,AO,35.0,1,AL,32.0
474620215045,13,48,AO,35.0,1,AL,32.0
474620215062,13,35,AO,35.0,1,AL,32.0
474620215064,13,29,AO,35.0,1,AL,32.0
474620215064,13,39,AO,35.0,1,AL,32.0
474620215071,13,38,OW,22.0,1,WO,22.0
474620215073,13,54,OW,22.0,1,WO,22.0
474620215074,13,48,OW,22.0,1,AL,95.0
474620215074,13,30,OW,22.0,1,WO,22.0
474620215074,13,22,OW,22.0,1,WO,22.0
474620215081,13,18,AO,35.0,1,AL,32.0
474620215086,43,33,OW,38.0,1,OW,38.0
474620215086,13,27,OW,38.0,1,OW,38.0
474620215087,13,45,OW,22.0,1,WO,22.0
474620215091,43,41,AO,35.0,3,AL,32.0
474620215091,43,35,AO,35.0,3,AL,32.0
474620215116,13,22,AO,35.0,1,AL,32.0
474620215125,13,37,AO,35.0,1,AL,32.0
474620215125,13,49,AO,35.0,1,AL,32.0
474620215126,13,46,AO,35.0,1,AL,32.0
474620215127,13,14,AO,35.0,1,AL,32.0
474620215147,13,31,AO,35.0,1,AL,32.0
474620215147,13,23,AO,35.0,1,AL,32.0
474620215148,13,35,AO,35.0,1,AL,32.0
474620215150,13,38,OW,22.0,1,WO,22.0
474620215153,13,79,OW,22.0,1,WO,22.0
474620215162,43,37,OW,22.0,3,AL,58.0
474620215162,43,10,OW,22.0,3,WO,22.0
474620215178,13,20,OW,22.0,1,WO,22.0
474620215179,43,71,C4,35.0,1,ZZ,0.0
474620215179,13,13,OW,22.0,1,WO,22.0
474620215179,13,28,AO,35.0,1,AL,32.0
474620215179,43,30,OW,60.0,3,OW,60.0
474620215184,13,33,OW,22.0,1,WO,22.0
474620215185,13,51,OW,22.0,1,WO,22.0
474620215207,13,56,AO,35.0,1,AL,32.0
474620215207,13,23,AO,35.0,1,AL,32.0
474620215207,13,30,AO,35.0,1,AL,32.0
474620215232,13,33,OW,22.0,1,WO,22.0
474620215236,13,35,AO,35.0,1,AL,32.0
474620215238,13,38,AO,35.0,1,AL,32.0
474620215238,13,20,AO,35.0,1,AL,32.0
474620215239,13,22,AO,35.0,1,AL,32.0
474620215240,13,44,AO,35.0,1,AL,32.0
474620215240,13,31,AO,35.0,1,AL,32.0
474620215240,13,37,AO,35.0,1,AL,32.0
474620215244,13,49,AO,35.0,1,AL,32.0
474620215247,13,40,AO,35.0,1,AL,32.0
474620215248,13,34,AO,35.0,1,AL,32.0
474620215256,13,46,AO,35.0,1,AL,32.0
474620215257,13,29,OW,22.0,1,WO,22.0
474620215258,13,39,OW,22.0,1,WO,22.0
474620215275,13,47,AO,35.0,1,AL,32.0
474620215275,13,34,AO,35.0,1,AL,32.0
474620215275,13,38,AO,35.0,1,AL,32.0
474620215275,13,41,C2,25.0,1,ZZ,0.0
474620215276,13,14,AO,35.0,1,AL,32.0
474620215276,13,38,AO,35.0,1,AL,32.0
474620215277,13,68,AO,35.0,1,AL,32.0
474620215277,13,69,AO,35.0,1,AL,32.0
474620215277,13,17,AO,35.0,1,AL,32.0
474620215280,43,64,AO,35.0,3,AL,95.0
474620215280,43,36,AO,35.0,3,AL,32.0
474620215280,43,39,AO,35.0,3,AL,95.0
474620215280,43,45,AO,35.0,3,AL,32.0
474620215282,13,58,AO,35.0,1,AL,32.0
474620215283,13,44,AO,35.0,1,AL,32.0
474620215283,13,16,AO,35.0,1,AL,32.0
474620215283,13,46,C2,25.0,1,ZZ,0.0
474620215283,13,42,C2,25.0,1,ZZ,0.0
474620215283,13,41,AO,35.0,1,AL,32.0
474620215283,13,42,AO,35.0,1,AL,32.0
474620215283,13,44,AO,35.0,1,AL,32.0
474620215283,13,39,C2,25.0,1,ZZ,0.0
474620215283,13,42,C2,25.0,1,ZZ,0.0
474620215283,13,46,C2,25.0,1,ZZ,0.0
474620215284,13,22,AO,35.0,1,AL,32.0
474620215284,13,46,AO,35.0,1,AL,32.0
474620215287,13,52,OW,22.0,1,WO,22.0
474620215287,13,29,OW,22.0,1,WO,22.0
474620215287,13,58,OW,22.0,1,WO,22.0
474620215288,43,43,AO,35.0,3,AL,32.0
474620215289,13,62,OW,22.0,1,WO,22.0
474620215289,13,41,OW,22.0,1,WO,22.0
474620215289,13,35,OW,22.0,1,WO,22.0
474620215289,13,40,OW,22.0,1,WO,22.0
474620215289,13,33,OW,22.0,1,WO,22.0
474620215289,13,45,OW,22.0,1,WO,22.0
474620215295,43,47,C4,25.0,1,ZZ,0.0
474620215296,13,58,OW,22.0,1,WO,22.0
474620215299,13,37,OW,22.0,1,WO,22.0
474620215300,13,23,OW,22.0,1,WO,22.0
474620215313,13,16,OW,22.0,1,WO,22.0
474620215313,13,57,OW,22.0,1,WO,22.0
474620215313,13,44,OW,22.0,1,WO,22.0
474620215322,13,62,AO,35.0,1,AL,32.0
474620215322,13,50,AO,35.0,1,AL,32.0
474620215322,13,27,AO,35.0,1,AL,32.0
474620215322,13,51,AO,35.0,1,AL,32.0
474620215325,13,33,OW,22.0,1,WO,22.0
474620215329,13,35,C2,25.0,1,ZZ,0.0
474620215329,13,53,C2,25.0,1,ZZ,0.0
474620215329,13,75,AO,35.0,1,AL,32.0
474620215329,13,65,AO,35.0,1,AL,32.0
474620215332,13,48,C2,25.0,1,ZZ,0.0
474620215338,13,26,AO,35.0,1,AL,32.0
474620215346,13,46,OW,22.0,1,WO,22.0
474620215346,13,42,OW,22.0,1,WO,22.0
474620215346,13,34,OW,22.0,1,WO,22.0
474620215346,13,41,OW,22.0,1,WO,22.0
474620215346,13,38,OW,22.0,1,WO,22.0
474620215347,13,33,OW,22.0,1,WO,22.0
474620215355,13,29,AO,35.0,1,AL,32.0
474620215364,13,28,OW,22.0,1,WO,22.0
474620215366,13,25,AO,35.0,1,AL,32.0
474620215374,13,38,AO,35.0,1,AL,32.0
474620215375,13,27,AO,35.0,1,AL,32.0
474620215379,13,57,AO,35.0,1,AL,32.0
474620215379,13,43,AO,35.0,1,AL,32.0
474620215380,43,50,OW,22.0,3,AL,58.0
474620215380,43,44,OW,22.0,3,AL,58.0
474620215380,43,13,OW,22.0,3,WO,22.0
474620215388,43,40,OW,22.0,3,WO,22.0
474620215392,13,46,OW,22.0,1,OW,22.0
474620215392,43,28,C4,25.0,1,ZZ,0.0
474620215392,43,52,C4,25.0,1,ZZ,0.0
474620215392,43,37,AO,35.0,3,AL,32.0
474620215392,43,49,AO,35.0,3,AL,32.0
474620215394,13,37,AO,35.0,1,AL,32.0
474620215394,13,30,AO,35.0,1,AL,32.0
474620215394,13,41,AO,35.0,1,AL,32.0
474620215394,13,71,AO,35.0,1,AL,32.0
474620215395,13,48,AO,35.0,1,AL,32.0
474620215419,13,18,AO,35.0,1,AL,32.0
474620215460,13,18,OW,22.0,1,WO,22.0
474620215464,13,42,C2,25.0,1,ZZ,0.0
474620215464,13,20,OW,22.0,1,WO,22.0
474620215467,13,34,AO,35.0,1,AL,32.0
474620215482,13,73,OW,22.0,1,WO,22.0
474620215482,13,34,OW,22.0,1,WO,22.0
474620215485,13,35,OW,22.0,1,WO,22.0
474620215497,13,44,OW,22.0,1,WO,22.0
474620215497,13,41,OW,22.0,1,WO,22.0
474620215497,13,58,OW,22.0,1,WO,22.0
474620215526,13,50,OW,22.0,1,WO,22.0
474620215526,13,45,OW,22.0,1,WO,22.0
474620215526,13,43,OW,22.0,1,WO,22.0
474620215526,13,47,OW,22.0,1,WO,22.0
474620215526,13,43,OW,22.0,1,WO,22.0
474620215526,13,45,OW,22.0,1,WO,22.0
474620215533,13,63,AO,35.0,1,AL,32.0
474620215540,13,9,AO,35.0,1,AL,32.0
474620215546,13,29,AO,35.0,1,AL,32.0
